district,rps01,rps02,rps03,rps04,rps05,rps06,rps07,rps08,rps09,rps10,rps11,rps12,rps13,rps14,rps15,rps16,rps17,rps18,rps19,rps20,rps21,rps22,rps23,rps24,rps25,rps26,rps27
板橋區,房地(土地+建物),新北市板橋區中正路275巷62弄1~30號,13.88,住,,,1080424,土地2建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690731,42.08,3,2,1,有,無,2500000,59411,,0,0,親友、員工或其他特殊關係間之交易。;含增建部分一併移轉,RPXSMLOLPHOFFAF07CA
板橋區,房地(土地+建物),新北市板橋區懷德街76巷1~30號,31.75,住,,,1080522,土地3建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640610,91.14,0,0,0,無,無,16800000,184332,,0,0,含增建或未登記建物。;,RPUOMLQLPHOFFAF56CA
板橋區,房地(土地+建物),新北市板橋區中山路二段89巷6弄1~30號,26,住,,,1080528,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660615,63.54,3,2,1,有,無,7000000,110167,,0,0,,RPORMLLJQHOFFAF28CA
新莊區,房地(土地+建物),新北市新莊區福海街31巷1~30號,41.66,住,,,1080418,土地4建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670518,92.29,3,2,1,有,無,6250000,67721,,0,0,親友、員工或其他特殊關係間之交易。;,RPXRMLNLPHOFFBF96CA
新莊區,房地(土地+建物),新北市新莊區中港二街91~120號,19.9,住,,,1080625,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,631018,60.56,2,1,1,有,無,6000000,99075,,0,0,,RPRSMLNKQHOFFBF09CA
汐止區,房地(土地+建物),新北市汐止區福山街62巷1~30號,25.72,住,,,1080513,土地3建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690328,82.26,3,1,1,有,無,8500000,103331,,0,0,,RPSNMLTLPHOFFDF86CA
三重區,房地(土地+建物),新北市三重區新生街61~90號,28.89,住,,,1080531,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,671030,82,3,2,1,有,無,7550000,92073,,0,0,含增建或未登記建物。;,RPPQMLPLPHOFFGF76CA
三重區,房地(土地+建物),新北市三重區重陽路一段130巷1弄1~30號,20.83,住,,,1080619,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,660509,68,0,0,0,無,無,10000000,147059,,0,0,,RPSPMLKMPHOFFGF56CA
永和區,房地(土地+建物),新北市永和區民有街1~30號,36.36,住,,,1080703,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),見其他登記事項,見其他登記事項,600903,79.37,3,1,1,有,無,8400000,105833,,0,0,,RPQNMLNLPHOFFHF09CA
中和區,房地(土地+建物),新北市中和區南山路31~60號,28.43,住,,,1080602,土地2建物1車位0,一層，騎樓,四層,店面(店鋪),商業用,加強磚造,640811,98.31,1,2,2,有,無,15000000,152579,,0,0,含增建或未登記建物。;,RPTOMLNLPHOFFHF86CA
中和區,房地(土地+建物),新北市中和區圓通路162巷1~30號,22.79,住,,,1080708,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680104,73.32,3,2,1,有,無,7800000,106383,,0,0,含增建或未登記建物。;,RPTPMLNLPHOFFHF96CA
中和區,房地(土地+建物)+車位,新北市中和區圓通路367巷33弄91~120號,184.31,其他,,,1080616,土地4建物1車位1,一層,四層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,980904,499.699999999999,4,2,2,有,有,21800000,43626,坡道平面,31.27,0,,RPPRMLLJQHOFFHF09CA
中和區,房地(土地+建物),新北市中和區秀峰街91~120號,44.13,住,,,1080622,土地2建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650706,113.8,6,1,6,有,無,8500000,74692,,0,0,含增建或未登記建物。;,RPSOMLQKQHOFFHF07CA
中和區,房地(土地+建物),新北市中和區大勇街60巷1~30號,24.25,住,,,1080117,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,610912,61.1,3,1,1,有,無,6800000,111293,,0,0,,RPPNMLTKQHOFFHF96CA
中和區,房地(土地+建物),新北市中和區國光街112巷1~30號,28.44,住,,,1080514,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691203,104.5,3,2,1,有,無,9500000,90909,,0,0,含增建或未登記建物。,RPWOMLQLPHOFFHF57DA
泰山區,房地(土地+建物),新北市泰山區明志路二段273巷3弄1~30號,47.8,住,,,1080715,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680907,100.9,4,1,2,有,無,5800000,57483,,0,0,,RPORMLMLPHOFFBF78EA
中和區,房地(土地+建物),新北市中和區民利街58巷3弄1~30號,46.03,住,,,1080622,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680109,85.56,3,2,2,有,無,12100000,141421,,0,0,含增建或未登記建物。,RPQQMLQLPHOFFHF17DA
中和區,房地(土地+建物),新北市中和區圓通路335巷4弄1~30號,32.71,住,,,1080627,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670927,79.26,3,2,1,有,無,7000000,88317,,0,0,親友、員工或其他特殊關係間之交易。;,RPTOMLKMPHOFFHF76DA
新店區,房地(土地+建物),新北市新店區檳榔路22巷1~30號,36.94,住,,,1080602,土地5建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620403,72.42,2,2,2,有,無,9800000,135322,,0,0,含增建或未登記建物、二人共有,RPOPMLMJQHOFFCF48DA
板橋區,房地(土地+建物),新北市板橋區民生路三段271~300號,23.75,住,,,1080705,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,75.45,0,1,1,有,無,7500000,99404,,0,0,,RPROMLQLPHOFFAF98DA
永和區,房地(土地+建物),新北市永和區秀朗路二段91~120號,39.04,住,,,1080606,土地2建物2車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,加強磚造,621219,87.2,2,2,1,有,無,25800000,295872,,0,0,建商與地主合建案。;,RPQPMLPLPHOFFHF86CA
中和區,房地(土地+建物),新北市中和區景新街467巷15弄1~30號,23.36,住,,,1080706,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,610923,65.65,3,2,1,有,無,9500000,144707,,0,0,,RPROMLOLPHOFFHF76CA
三重區,房地(土地+建物),新北市三重區萬全街61~90號,33.07,住,,,1080708,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,630701,95.55,4,2,3,有,無,11000000,115123,,0,0,含增建或未登記建物。;,RPQNMLPJQHOFFGF09CA
蘆洲區,房地(土地+建物),新北市蘆洲區民權路3巷1~30號,40.69,住,,,1080507,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,671223,117,0,0,0,無,無,8200000,70085,,0,0,,RPQQMLPLPHOFFGF86CA
三重區,房地(土地+建物),新北市三重區仁愛街377巷1~30號,26,住,,,1080706,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,640613,77.2,4,1,1,有,無,3500000,45337,,0,0,親友、員工或其他特殊關係間之交易。;,RPPQMLOLPHOFFGF66CA
汐止區,房地(土地+建物),新北市汐止區長江街67巷1弄1~30號,39.74,住,,,1080626,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691014,92.42,3,2,1,有,有,5000000,54101,,0,0,含增建或未登記建物。;,RPOOMLOLPHOFFDF68CA
新莊區,房地(土地+建物),新北市新莊區復興路二段196巷2弄1~30號,22.08,住,,,1080710,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670731,69.62,3,1,1,有,無,7500000,107728,,0,0,,RPQOMLKLQHOFFBF38CA
五股區,房地(土地+建物),新北市五股區登林路61~90號,32.31,住,,,1080628,土地4建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690915,75.46,3,2,1,有,無,4088000,54174,,0,0,,RPXNMLKMPHOFFBF98CA
板橋區,房地(土地+建物),新北市板橋區龍興街31~60號,25.44,住,,,1080618,土地3建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,73.11,3,2,1,有,無,4500000,61551,,0,0,親友、員工或其他特殊關係間之交易。;,RPTWNLLMPHOFFAF96CA
板橋區,房地(土地+建物),新北市板橋區松柏街70巷1~30號,28.5,住,,,1080531,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660716,95.88,4,1,2,有,無,10500000,109512,,0,0,,RPTOMLPLPHOFFAF98CA
板橋區,房地(土地+建物),新北市板橋區建國街31~60號,26.5,住,,,1080624,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,630308,83.66,2,1,1,有,無,8600000,102797,,0,0,含增建或未登記建物。,RPWRMLOLPHOFFAF86CA
板橋區,房地(土地+建物),新北市板橋區莊敬路263巷1~30號,37.5,住,,,1080622,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,84.98,3,2,1,有,無,10000000,117675,,0,0,含增建或未登記建物。,RPTQMLNLPHOFFAF98CA
板橋區,房地(土地+建物),新北市板橋區幸福路60巷31~60號,24,住,,,1080529,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,56.22,3,2,1,有,無,6500000,115617,,0,0,親友、員工或其他特殊關係間之交易。;,RPOOMLPLPHOFFAF48CA
板橋區,房地(土地+建物),新北市板橋區介壽街31~60號,28.75,住,,,1080613,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,68.69,5,1,1,有,無,7000000,101907,,0,0,親友、員工或其他特殊關係間之交易。;未辦保存登記部分一併移轉。,RPSNOLKMPHOFFAF58CA
板橋區,房地(土地+建物),新北市板橋區富山街18巷1~30號,27.75,住,,,1080623,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,631226,102.19,3,2,1,有,無,8350000,81711,,0,0,,RPVQMLLJQHOFFAF88CA
板橋區,房地(土地+建物),新北市板橋區長江路三段121~150號,27.5,住,,,1080108,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,66.9,2,2,1,有,無,7960000,118984,,0,0,含增建或未登記建物。;,RPUNMLRJQHOFFAF09CA
新莊區,房地(土地+建物),新北市新莊區中誠街121~150號,21,住,,,1080621,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660825,69.17,3,1,2,有,無,6350000,91803,,0,0,增建或占用範圍:陽台外推,RPWOMLPLPHOFFBF76CA
新莊區,房地(土地+建物),新北市新莊區八德街108巷1~30號,20.2,住,,,1080711,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,680808,64.96,1,2,1,有,無,7640000,117611,,0,0,,RPSNMLQLPHOFFBF98CA
新店區,房地(土地+建物),新北市新店區安康路二段391~420號,26.26,其他,,,1080614,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700924,97.34,3,2,2,有,無,7500000,77050,,0,0,含增建或未登記建物。;,RPPOMLPLPHOFFCF78CA
汐止區,房地(土地+建物)+車位,新北市汐止區秀山路53巷2弄1~30號,90.83,,山坡地保育區,丙種建築用地,1080619,土地1建物1車位1,一層，二層，地下層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,850209,191.99,4,2,2,有,有,10400000,54169,坡道平面,0,0,,RPROMLTKQHOFFDF86CA
汐止區,房地(土地+建物),新北市汐止區翠峰街21巷4弄1~30號,161.42,,鄉村區,乙種建築用地,1080712,土地1建物1車位0,一層，二層，三層，四層,四層,透天厝,見其他登記事項,鋼筋混凝土造,980921,411.69,3,3,3,有,無,25000000,60725,,0,0,,RPWOMLMJQHOFFDF56CA
三重區,房地(土地+建物),新北市三重區仁福街31~60號,24.5,住,,,1080612,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,610601,65.21,3,1,1,有,無,8600000,131882,,0,0,含增建或未登記建物。;,RPROMLPLPHOFFGF76CA
蘆洲區,房地(土地+建物),新北市蘆洲區民生街1~30號,21.64,住,,,1080627,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661201,78,3,2,2,有,無,6000000,76923,,0,0,含增建或未登記建物。;,RPTNMLQLPHOFFGF96CA
三重區,房地(土地+建物),新北市三重區六張街194巷2弄1~30號,23.75,住,,,1080612,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660714,66,2,2,1,有,無,8920000,135152,,0,0,含增建或未登記建物。;,RPVNMLTLPHOFFGF47CA
三重區,房地(土地+建物),新北市三重區忠孝路三段40巷61~90號,35.26,住,,,1080621,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680721,89,2,2,1,有,無,7500000,84270,,0,0,,RPTPMLQKQHOFFGF17CA
永和區,房地(土地+建物),新北市永和區中和路601~630號,54.27,商,,,1080622,土地1建物2車位0,二層,四層,店面(店鋪),住家用,加強磚造,590915,171.9,0,0,0,無,無,59000000,343223,,0,0,,RPUNMLRLPHOFFHF27CA
中和區,房地(土地+建物),新北市中和區員山路241~270號,35.75,住,,,1080624,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,641209,86.16,2,2,1,有,無,7800000,90529,,0,0,,RPPQMLLMPHOFFHF56CA
中和區,房地(土地+建物),新北市中和區大仁街10巷9弄1~30號,28.37,住,,,1080421,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,670130,60.1,3,0,3,有,無,7500000,124792,,0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPPOMLMLQHOFFHF09CA
板橋區,房地(土地+建物),新北市板橋區民權路202巷21弄1~30號,27,住,,,1080516,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620512,89.32,3,2,1,有,無,10800000,120914,,0,0,含增建或未登記建物。權利人共2人。,RPRPMLLJQHOFFAF48DA
新店區,房地(土地+建物),新北市新店區中央四街91~120號,32.34,住,,,1080625,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,671202,100.45,3,2,2,有,無,11700000,116476,,0,0,含增建或未登記建物。,RPQNMLQLPHOFFCF98DA
新店區,房地(土地+建物),新北市新店區寶元路二段38巷1~30號,34.58,住,,,1080610,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660905,63.2,3,2,1,有,無,8660000,137025,,0,0,含增建或未登記建物。,RPPNMLSLPHOFFCF09DA
板橋區,房地(土地+建物),新北市板橋區民治街71巷31~60號,27.25,住,,,1080626,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,92.82,8,0,8,有,無,10200000,109890,,0,0,,RPTPMLMJRHOFFAF98EA
板橋區,房地(土地+建物),新北市板橋區雙十路二段33巷61~90號,35.75,住,,,1080715,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,72.92,3,1,1,有,無,12000000,164564,,0,0,,RPQOMLPLPHOFFAF88EA
新莊區,房地(土地+建物),新北市新莊區復興路一段65巷1~30號,24.37,住,,,1080630,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,640620,82.72,4,1,1,有,無,3387777,40955,,0,0,親友、員工或其他特殊關係間之交易。;,RPVPMLOLPHOFFBF86EA
中和區,房地(土地+建物),新北市中和區景新街285巷1~30號,29.83,住,,,1080623,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660903,77.98,3,2,1,有,無,8400000,107720,,0,0,,RPQNMLRLPHOFFHF96DA
汐止區,房地(土地+建物)+車位,新北市汐止區水源路二段283巷1~30號,79.44,,山坡地保育區,丙種建築用地,1080326,土地1建物1車位1,一層，二層，三層，四層,四層,透天厝,見其他登記事項,鋼筋混凝土造,1020121,220.05,4,2,4,有,有,20000000,90888,坡道平面,14.99,0,,RPTOMLQLPHOFFDF86DA
鶯歌區,房地(土地+建物),新北市鶯歌區鳳吉二街121~150號,24.91,住,,,1080628,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,77.81,3,1,1,有,無,3000000,38555,,0,0,,RPTUMLMJQHOFFIF37CA
樹林區,房地(土地+建物),新北市樹林區文德街3巷1~30號,16.12,住,,,1080530,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660505,49.5,2,1,1,有,無,4100000,82828,,0,0,,RPTOMLQLPHOFFIF27CA
樹林區,房地(土地+建物),新北市樹林區啟智街173巷1~30號,125.75,住,,,1080501,土地2建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690129,92.89,3,2,1,有,無,7100000,76434,,0,0,,RPOPMLPLPHOFFIF76CA
中和區,房地(土地+建物),新北市中和區仁愛街1~30號,20.25,住,,,1080710,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,580310,64.54,3,3,3,有,無,8100000,125504,,0,0,含增建或未登記建物。;,RPQNMLSLPHOFFHF96CA
永和區,房地(土地+建物),新北市永和區永亨路146巷1~30號,27.14,住,,,1080629,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,見其他登記事項,630615,80.26,3,2,1,有,無,8400000,104660,,0,0,含增建或未登記建物。;,RPPNMLTLPHOFFHF96CA
中和區,房地(土地+建物),新北市中和區秀朗路三段128巷9弄1~30號,43.35,住,,,1080614,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661115,111,3,2,2,有,無,10750000,96847,,0,0,含增建或未登記建物。;,RPVNMLQLPHOFFHF27CA
三重區,房地(土地+建物),新北市三重區仁愛街600巷2弄1~30號,20,商,,,1080615,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,650703,67,3,2,1,有,無,5600000,83582,,0,0,含增建或未登記建物。;,RPPNMLNLQHOFFGF98CA
蘆洲區,房地(土地+建物),新北市蘆洲區光華路41巷1~30號,43.42,住,,,1080616,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661221,80,2,2,2,有,無,8000000,100000,,0,0,含增建或未登記建物。;,RPTPMLLJQHOFFGF56CA
三重區,房地(土地+建物),新北市三重區五華街71巷61~90號,19.75,住,,,1080702,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,650714,67,2,1,1,有,無,2550000,38060,,0,0,親友、員工或其他特殊關係間之交易。;,RPXOMLQLPHOFFGF47CA
三重區,房地(土地+建物),新北市三重區大同南路161巷1~30號,20.08,住,,,1080624,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620117,56.44,4,2,4,有,無,5400000,95677,,0,0,含增建或未登記建物。;,RPTPMLQLPHOFFGF17CA
淡水區,房地(土地+建物),新北市淡水區新春街61巷1~30號,32.37,住,,,1080629,土地2建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690726,84.67,3,2,2,有,無,3700000,43699,,0,0,,RPUPMLLJQHOFFEF09CA
新店區,房地(土地+建物),新北市新店區德正街27巷29弄91~120號,32.66,住,,,1080623,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670707,87.91,3,2,2,有,無,14000000,159254,,0,0,含增建或未登記建物。;,RPRNMLQLPHOFFCF98CA
新莊區,房地(土地+建物),新北市新莊區中正路334巷25弄1~30號,21.12,住,,,1080711,土地2建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650612,72.28,2,2,2,有,無,6800000,94079,,0,0,增建或占用範圍:前陽台外推,RPUOMLKMPHOFFBF78CA
新莊區,房地(土地+建物),新北市新莊區新泰路225巷31~60號,36.64,住,,,1080708,土地3建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,630722,103.37,3,2,2,有,無,15600000,150914,,0,0,,RPSOMLTLPHOFFBF76CA
板橋區,房地(土地+建物),新北市板橋區裕民街76巷1~30號,21.8,住,,,1080529,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,79.3,3,1,1,有,無,4200000,52963,,0,0,親友、員工或其他特殊關係間之交易。;父子二親等間不動產買賣,RPWOMLMJQHOFFAF88CA
板橋區,房地(土地+建物),新北市板橋區四川路一段181~210號,25.75,住,,,1080610,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,600909,78.87,3,2,2,有,無,6100000,77342,,0,0,親友、員工或其他特殊關係間之交易。;,RPQQMLKMPHOFFAF48CA
板橋區,房地(土地+建物),新北市板橋區信義路150巷1~30號,22.5,住,,,1080626,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670317,81.85,2,1,1,有,無,6800000,83079,,0,0,,RPPOMLPLPHOFFAF58CA
板橋區,房地(土地+建物),新北市板橋區中正路326巷4弄1~30號,36.25,住,,,1080709,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,650527,105.13,3,2,2,有,無,9000000,85608,,0,0,,RPPQMLPLPHOFFAF78CA
板橋區,房地(土地+建物),新北市板橋區大觀路二段3巷31~60號,19.02,住,,,1080513,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,57.92,4,3,2,有,無,4500000,77693,,0,0,含增建或未登記建物。;有滲漏水現象，買方自行修繕。,RPWNMLQLPHOFFAF66CA
板橋區,房地(土地+建物),新北市板橋區三民路二段153巷5弄1~30號,12.5,住,,,1080708,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,641015,48.73,3,1,1,有,無,5300000,108763,,0,0,含增建或未登記建物。,RPTNMLTLPHOFFAF66CA
板橋區,房地(土地+建物),新北市板橋區雙十路二段47巷4弄1~30號,28.25,住,,,1071213,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,76.28,3,2,2,有,無,8600000,112743,,0,0,含增建或未登記建物。;,RPVNMLKMPHOFFAF68CA
泰山區,房地(土地+建物),新北市泰山區明志路一段362巷1~30號,32.56,住,,,1080613,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690118,84.5,2,2,1,有,無,4700000,55621,,0,0,增建或占用範圍:鋁窗外推,RPQOMLKMPHOFFBF38CA
新莊區,房地(土地+建物),新北市新莊區自強街1~30號,20.02,住,,,1080606,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,651013,74.4,3,2,1,有,無,5500000,73925,,0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPRNMLPJQHOFFBF68CA
新店區,房地(土地+建物)+車位,新北市新店區安祥路152巷2弄1~30號,316.6,,山坡地保育區,丙種建築用地,1070803,土地10建物1車位1,一層，二層，三層，四層,四層,透天厝,見其他登記事項,見其他登記事項,1071121,248.39,3,2,3,有,有,19800000,84147,坡道平面,33.28,1700000,,RPOOMLMKQHOFFCF38CA
萬里區,房地(土地+建物),新北市萬里區仁五街1~30號,30.27,,鄉村區,乙種建築用地,1080716,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690627,107.54,3,2,1,有,無,1800000,16738,,0,0,親友、員工或其他特殊關係間之交易。;,RPPPMLNLQHOFFDF88CA
蘆洲區,房地(土地+建物),新北市蘆洲區成功路49巷1~30號,26.89,住,,,1080620,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670318,82,2,1,1,有,無,6500000,79268,,0,0,,RPQOMLTLPHOFFGF07CA
三重區,房地(土地+建物),新北市三重區慈愛街91~120號,30,住,,,1080702,土地1建物1車位0,一層，平台，騎樓,四層,店面(店鋪),見其他登記事項,鋼筋混凝土造,681127,85,0,0,0,無,無,17000000,200000,,0,0,含增建或未登記建物。;,RPWOMLLJQHOFFGF76CA
三重區,房地(土地+建物),新北市三重區三和路三段167巷31~60號,22.5,住,,,1080707,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660924,70,5,3,2,有,無,8000000,114286,,0,0,含增建或未登記建物。;,RPUPMLQKQHOFFGF27CA
永和區,房地(土地+建物),新北市永和區林森路20巷1~30號,30.75,住,,,1080630,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),見其他登記事項,見其他登記事項,640204,81.98,3,2,1,有,無,8300000,101244,,0,0,,RPTPMLMJQHOFFHF76CA
中和區,房地(土地+建物),新北市中和區景新街467巷20弄61~90號,15.78,住,,,1080614,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,611218,44.55,2,2,1,有,無,5500000,123457,,0,0,含增建或未登記建物。;,RPPNMLSJQHOFFHF76CA
中和區,房地(土地+建物),新北市中和區秀朗路三段128巷17弄1~30號,24.56,住,,,1080604,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),見其他登記事項,見其他登記事項,670107,64.81,3,2,1,有,無,11040000,170344,,0,0,含增建或未登記建物。;,RPWOMLOJQHOFFHF17CA
樹林區,房地(土地+建物),新北市樹林區保安二街40巷1~30號,31.32,住,,,1080620,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,94.02,3,2,1,有,無,7980000,84876,,0,0,陽台外推,RPWOMLKMPHOFFIF07CA
樹林區,房地(土地+建物),新北市樹林區龍興街13巷31~60號,30.3,住,,,1080615,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650218,86.32,7,7,7,有,無,6300000,72984,,0,0,含頂樓增建。隔間套房。,RPTPMLPJQHOFFIF17CA
板橋區,房地(土地+建物),新北市板橋區四維路269巷1~30號,31,住,,,1080615,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,83.13,3,2,1,有,無,8000000,96235,,0,0,含增建或未登記建物。,RPQNOLKMPHOFFAF48DA
鶯歌區,房地(土地+建物),新北市鶯歌區德昌街197巷1~30號,132.21,住,,,1080715,土地4建物1車位0,一層，二層，三層，四層,四層,透天厝,見其他登記事項,鋼筋混凝土造,1011113,299.54,4,2,2,有,有,22500000,75115,,0,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPSOMLQLPHOFFIF37EA
中和區,房地(土地+建物),新北市中和區員山路361~390號,99.22,住,,,1080516,土地1建物1車位0,一層，二層，三層，四層,四層,透天厝,住商用,加強磚造,580402,193.2,3,2,2,有,無,16000000,82816,,0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLKMPHOFFHF09EA
